,Unnamed: 0.1,name,address,description
153,174,Ozero Karachi,"632224, Новосибирская область, Чановский район, курортный посёлок Озеро-Карачи, ул. Школьная 1е, Озеро-Карачи","Ozero Karachi по адресу 632224, Новосибирская область, Чановский район, курортный посёлок Озеро-Карачи, ул. Школьная 1е, Озеро-Карачи. Минимальная стоимость в отеле 'Ozero Karachi' за ночь: от 4507₽"
154,175,Мини-Отель Спарта,"улица Саратовская, д.62, Новосибирск","Мини-Отель Спарта по адресу улица Саратовская, д.62, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель Спарта' за ночь: от 2452₽"
155,176,Заря,"ул. Ленина, д. 100, Татарск","Заря по адресу ул. Ленина, д. 100, Татарск. Минимальная стоимость в отеле 'Заря' за ночь: от 1361₽"
156,177,Хостел Алексия,"улица Ипподромская, д. 30, Новосибирск","Хостел Алексия по адресу улица Ипподромская, д. 30, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Хостел Алексия' за ночь: от 2260₽"
157,178,Room Apart (Рум Апарт) на улице Фрунзе,"ул. Фрунзе, 252/1, Новосибирск","Room Apart (Рум Апарт) на улице Фрунзе по адресу ул. Фрунзе, 252/1, Дзержинский район, Новосибирск. Минимальная стоимость в отеле 'Room Apart (Рум Апарт) на улице Фрунзе' за ночь: от 3951₽"
158,179,Отель Берёзка,"улица Деповская, д.23, Барабинск","Отель Берёзка по адресу улица Деповская, д.23, Барабинск. Минимальная стоимость в отеле 'Отель Берёзка' за ночь: от 3284₽"
159,180,Сипк Ано,"Новосибирск, ул. Народная, д.7/1, Новосибирск","Сипк Ано по адресу Ленинский район, Новосибирск, ул. Народная, д.7/1, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Сипк Ано' за ночь: от 3202₽"
160,181,"Jet2Day на Железнодорожной, 11 этаж (Джет ту Дэй)","ул.Железнодорожная, д.15/1, Новосибирск","Jet2Day на Железнодорожной, 11 этаж (Джет ту Дэй) по адресу ул.Железнодорожная, д.15/1, Железнодорожный, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Jet2Day на Железнодорожной, 11 этаж (Джет ту Дэй)' за ночь: от 2500₽"
161,183,Риф,"4-й микрорайон, 9а, Линёво","Риф по адресу 4-й микрорайон, 9а, Линёво. Минимальная стоимость в отеле 'Риф' за ночь: от 3122₽"
162,184,Уютная,"ул. Ленина, д.29, Кыштовка","Уютная по адресу ул. Ленина, д.29, Кыштовка. Минимальная стоимость в отеле 'Уютная' за ночь: от 3122₽"
163,188,Hotel X.O. Переездная (Икс О),"ул. Переездная 77, Новосибирск","Hotel X.O. Переездная (Икс О) по адресу ул. Переездная 77, Новосибирск. Минимальная стоимость в отеле 'Hotel X.O. Переездная (Икс О)' за ночь: от 3202₽"
164,189,Yousinn (Юсинн) на улице 2-ой Обской 73,"ул. 2-я Обская, 73, Новосибирск","Yousinn (Юсинн) на улице 2-ой Обской 73 по адресу ул. 2-я Обская, 73, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице 2-ой Обской 73' за ночь: от 3108₽"
165,190,Победа,"ул. Луначарского 17, Карасук","Победа по адресу ул. Луначарского 17, Карасук. Минимальная стоимость в отеле 'Победа' за ночь: от 1793₽"
166,191,"Алатырь Новосибирск, ул. Блюхера, д. 28","Россия, 630078, Новосибирская область, Новосибирск, ул. Блюхера, д. 28, Новосибирск","Алатырь Новосибирск, ул. Блюхера, д. 28 по адресу Россия, 630078, Новосибирская область, Новосибирск, ул. Блюхера, д. 28, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, ул. Блюхера, д. 28' за ночь: от 3202₽"
167,192,Три Кита,"ул. Путевая, д.4, Куйбышев","Три Кита по адресу ул. Путевая, д.4, Куйбышев. Минимальная стоимость в отеле 'Три Кита' за ночь: от 4507₽"
168,193,Хостел Горького 85,"улица Максима Горького, д.85, Новосибирск","Хостел Горького 85 по адресу улица Максима Горького, д.85, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Хостел Горького 85' за ночь: от 2260₽"
169,194,Парк-отель Сосновый Бор,"Новая заря, д.53 А, Новосибирск","Парк-отель Сосновый Бор по адресу Новая заря, д.53 А, Дзержинский, Калининский район, Новосибирск. Минимальная стоимость в отеле 'Парк-отель Сосновый Бор' за ночь: от 6990₽"
170,195,Апарт-отель Гостиниц NET на Обской,"ул. Обская 46/2, Новосибирск","Апарт-отель Гостиниц NET на Обской по адресу ул. Обская 46/2, Новосибирск. Минимальная стоимость в отеле 'Апарт-отель Гостиниц NET на Обской' за ночь: от 2852₽"
171,196,Хостел Норка,"микрорайон Горский, д. 2, Новосибирск","Хостел Норка по адресу микрорайон Горский, д. 2, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Хостел Норка' за ночь: от 2278₽"
172,197,Отель Приморье,"Новосибирская область, Новосибирский район, посёлок Голубой залив, с/п Приморье территория, 2, Новосибирск","Отель Приморье по адресу Новосибирская область, Новосибирский район, посёлок Голубой залив, с/п Приморье территория, 2, Новосибирск. Минимальная стоимость в отеле 'Отель Приморье' за ночь: от 2708₽"
173,198,Мини-Отель Red,"Красный проспект, д.153 А, Новосибирск","Мини-Отель Red по адресу Красный проспект, д.153 А, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель Red' за ночь: от 2338₽"
174,199,Отель Шале на Комсомольском,"Комсомольский Проспект, д. 24, Новосибирск","Отель Шале на Комсомольском по адресу Комсомольский Проспект, д. 24, Новосибирск. Минимальная стоимость в отеле 'Отель Шале на Комсомольском' за ночь: от 3070₽"
175,200,Отель SKYEXPO,"Улица Станционная, д. 100, Новосибирск","Отель SKYEXPO по адресу Улица Станционная, д. 100, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Отель SKYEXPO' за ночь: от 4457₽"
176,201,Уют (квартирное бюро),"ул. Ленина, 75, Новосибирск, Новосибирск","Уют (квартирное бюро) по адресу ул. Ленина, 75, Железнодорожный район, Новосибирск, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Уют (квартирное бюро)' за ночь: от 2000₽"
177,202,AAA Elita on Sovetskaya 36/1,"Советская,36/1, Новосибирск","AAA Elita on Sovetskaya 36/1 по адресу Советская,36/1, Центральный район, Новосибирск. Минимальная стоимость в отеле 'AAA Elita on Sovetskaya 36/1' за ночь: от 3202₽"
178,204,Foxhole,"ул. Фрунзе, 2б, Новосибирск","Foxhole по адресу ул. Фрунзе, 2б, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Foxhole' за ночь: от 2260₽"
179,206,Yousinn (Юсинн) на улице Выборной 89/2,"ул. Выборная, 89/2, Новосибирск","Yousinn (Юсинн) на улице Выборной 89/2 по адресу ул. Выборная, 89/2, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Выборной 89/2' за ночь: от 2803₽"
180,208,Как дома. Левый берег на Троллейная,"ул. Троллейная, 1, Новосибирск","Как дома. Левый берег на Троллейная по адресу ул. Троллейная, 1, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Как дома. Левый берег на Троллейная' за ночь: от 2165₽"
181,209,Morozovskie Bani,"Выборная, 59, Новосибирск","Morozovskie Bani по адресу Выборная, 59, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Morozovskie Bani' за ночь: от 3202₽"
182,211,Однокомнатные апартаменты On Day на Челюскинцев 14,"улица Челюскинцев, д. 14, Новосибирск","Однокомнатные апартаменты On Day на Челюскинцев 14 по адресу улица Челюскинцев, д. 14, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Однокомнатные апартаменты On Day на Челюскинцев 14' за ночь: от 2327₽"
183,212,"Алатырь Новосибирск, ул. Блюхера, д. 16","Россия, 630078, Новосибирская область, Новосибирск, ул. Блюхера, д. 16, Новосибирск","Алатырь Новосибирск, ул. Блюхера, д. 16 по адресу Россия, 630078, Новосибирская область, Новосибирск, ул. Блюхера, д. 16, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, ул. Блюхера, д. 16' за ночь: от 3202₽"
184,213,Отель AHOTELS design style на Советской,"ул. Советская, 8, Новосибирск","Отель AHOTELS design style на Советской по адресу ул. Советская, 8, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Отель AHOTELS design style на Советской' за ночь: от 3118₽"
185,216,Yousinn (Юсинн) на улице Героев Революции,"ул. Героев Революции, 31, Новосибирск","Yousinn (Юсинн) на улице Героев Революции по адресу ул. Героев Революции, 31, Первомайский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Героев Революции' за ночь: от 2969₽"
186,217,Колибри,"ул. Партизанская, д.9, Маслянино","Колибри по адресу ул. Партизанская, д.9, Маслянино. Минимальная стоимость в отеле 'Колибри' за ночь: от 3582₽"
187,219,PARUS Medical Resort&Spa,"630510, Новосибирская область, п. Кудряшовский, Береговая, 56, Кудряшовский","PARUS Medical Resort&Spa по адресу 630510, Новосибирская область, п. Кудряшовский, Береговая, 56, Кудряшовский. Минимальная стоимость в отеле 'PARUS Medical Resort&Spa' за ночь: от 12875₽"
188,220,"Алатырь Новосибирск, ул. Блюхера, д. 13","Россия, 630078, Новосибирская область, Новосибирск, ул. Блюхера, д. 13, Новосибирск","Алатырь Новосибирск, ул. Блюхера, д. 13 по адресу Россия, 630078, Новосибирская область, Новосибирск, ул. Блюхера, д. 13, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, ул. Блюхера, д. 13' за ночь: от 3202₽"
189,221,STOP-HOUSE,"ул. Зыряновская, дом 57/3, Новосибирск","STOP-HOUSE по адресу ул. Зыряновская, дом 57/3, Октябрьский, Центральный район, Новосибирск. Минимальная стоимость в отеле 'STOP-HOUSE' за ночь: от 2260₽"
190,222,Apartment Krasnye,"Красный проспект 66, Новосибирск","Apartment Krasnye по адресу Красный проспект 66, Новосибирск. Минимальная стоимость в отеле 'Apartment Krasnye' за ночь: от 3090₽"
191,226,Отель Пятница,"Улица Кирова 299, Новосибирск","Отель Пятница по адресу Улица Кирова 299, Новосибирск. Минимальная стоимость в отеле 'Отель Пятница' за ночь: от 3202₽"
192,227,Ирис Апарт-Отель,"Ядринцевская ул., д.48, Новосибирск","Ирис Апарт-Отель по адресу Ядринцевская ул., д.48, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Ирис Апарт-Отель' за ночь: от 2732₽"
193,228,Yousinn (Юсинн) на улице Крылова,"ул. Крылова, 67А, Новосибирск","Yousinn (Юсинн) на улице Крылова по адресу ул. Крылова, 67А, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Крылова' за ночь: от 2748₽"
194,229,Метелица,"Ленина 2Г, Бердск","Метелица по адресу Ленина 2Г, Бердск. Минимальная стоимость в отеле 'Метелица' за ночь: от 4440₽"
195,233,АлАнт на улице 1-я Чулымская,"ул. 1-я Чулымская, 112/3, Новосибирск","АлАнт на улице 1-я Чулымская по адресу ул. 1-я Чулымская, 112/3, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице 1-я Чулымская' за ночь: от 3667₽"
196,234,АлАнт на улице Немировича-Данченко 146/3,"ул. Немировича-Данченко, 146/3, Новосибирск","АлАнт на улице Немировича-Данченко 146/3 по адресу ул. Немировича-Данченко, 146/3, Кировский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Немировича-Данченко 146/3' за ночь: от 3375₽"
197,237,Hotel Barracuda,"Улица Тюленина 5, Новосибирск","Hotel Barracuda по адресу Улица Тюленина 5, Новосибирск. Минимальная стоимость в отеле 'Hotel Barracuda' за ночь: от 3806₽"
198,239,LiderHouse (ЛидерХаус) на улице Дуси Ковальчук,"ул. Дуси Ковальчук, 394, Новосибирск","LiderHouse (ЛидерХаус) на улице Дуси Ковальчук по адресу ул. Дуси Ковальчук, 394, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'LiderHouse (ЛидерХаус) на улице Дуси Ковальчук' за ночь: от 3202₽"
199,240,На Самотечной 29а,"ул. Самотечная, 29а, Новосибирск","На Самотечной 29а по адресу ул. Самотечная, 29а, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'На Самотечной 29а' за ночь: от 3202₽"
200,241,Пихта Хаус Отель,"Воинская Улица 56, Новосибирск","Пихта Хаус Отель по адресу Воинская Улица 56, Новосибирск. Минимальная стоимость в отеле 'Пихта Хаус Отель' за ночь: от 3202₽"
201,243,АлАнт на улице Немировича-Данченко 148/2,"ул. Немировича-Данченко, 148/2, Новосибирск","АлАнт на улице Немировича-Данченко 148/2 по адресу ул. Немировича-Данченко, 148/2, Кировский, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Немировича-Данченко 148/2' за ночь: от 4000₽"
202,244,Хостел на Красном,"Красный проспект 66, Новосибирск","Хостел на Красном по адресу Красный проспект 66, Новосибирск. Минимальная стоимость в отеле 'Хостел на Красном' за ночь: от 2260₽"
203,245,Хостел Ной,"Инская Улица 56, Новосибирск","Хостел Ной по адресу Инская Улица 56, Новосибирск. Минимальная стоимость в отеле 'Хостел Ной' за ночь: от 2260₽"
204,246,Ордынка,"ул. Кирова, д.2/3, Ордынское","Ордынка по адресу ул. Кирова, д.2/3, Ордынское. Минимальная стоимость в отеле 'Ордынка' за ночь: от 4507₽"
205,247,Стрелинка,"Новосибирская обл., Маслянинский район, р.п. Маслянино, Пеньково","Стрелинка по адресу Новосибирская обл., Маслянинский район, р.п. Маслянино, Пеньково. Минимальная стоимость в отеле 'Стрелинка' за ночь: от 4507₽"
206,248,Welcome (Вэлком) на улице Героев Труда,"ул. Героев Труда, 11, Новосибирск","Welcome (Вэлком) на улице Героев Труда по адресу ул. Героев Труда, 11, Советский район, Новосибирск. Минимальная стоимость в отеле 'Welcome (Вэлком) на улице Героев Труда' за ночь: от 3300₽"
207,250,Yousinn (Юсинн) на улице Дачной 40/1,"ул. Дачная, 40/1, Новосибирск","Yousinn (Юсинн) на улице Дачной 40/1 по адресу ул. Дачная, 40/1, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Дачной 40/1' за ночь: от 3006₽"
208,251,Тихий центр на улице Ленина,"ул. Ленина, 18, Новосибирск","Тихий центр на улице Ленина по адресу ул. Ленина, 18, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Тихий центр на улице Ленина' за ночь: от 3370₽"
209,252,База Отдыха Стрелинка,"пос. Маслянино, ул. Горная, д. 13, Маслянино","База Отдыха Стрелинка по адресу пос. Маслянино, ул. Горная, д. 13, Маслянино. Минимальная стоимость в отеле 'База Отдыха Стрелинка' за ночь: от 4507₽"
210,253,Yousinn (Юсинн) на улице Бориса Богаткова 213,"ул. Бориса Богаткова, 213, Новосибирск","Yousinn (Юсинн) на улице Бориса Богаткова 213 по адресу ул. Бориса Богаткова, 213, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Бориса Богаткова 213' за ночь: от 3108₽"
211,254,Отель 6-12-24 Аэропорт Толмачево,"проспект Мозжерина, д.101, Обь","Отель 6-12-24 Аэропорт Толмачево по адресу проспект Мозжерина, д.101, Обь. Минимальная стоимость в отеле 'Отель 6-12-24 Аэропорт Толмачево' за ночь: от 5411₽"
212,257,"Элитная двухкомнтная квартира на улице Ядринцевской возле оперного театра, метро площадь Ленина","улица Ядринцевская, д. 18, Новосибирск","Элитная двухкомнтная квартира на улице Ядринцевской возле оперного театра, метро площадь Ленина по адресу улица Ядринцевская, д. 18, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Элитная двухкомнтная квартира на улице Ядринцевской возле оперного театра, метро площадь Ленина' за ночь: от 8914₽"
213,258,Гарден Эппл,"ул. Восточный Поселок, д. 9, лит. А, Новосибирск","Гарден Эппл по адресу ул. Восточный Поселок, д. 9, лит. А, Новосибирск. Минимальная стоимость в отеле 'Гарден Эппл' за ночь: от 3202₽"
214,259,LiderHouse (ЛидерХаус) на улице Кошурникова,"ул. Кошурникова, 47, Новосибирск","LiderHouse (ЛидерХаус) на улице Кошурникова по адресу ул. Кошурникова, 47, Дзержинский район, Новосибирск. Минимальная стоимость в отеле 'LiderHouse (ЛидерХаус) на улице Кошурникова' за ночь: от 3202₽"
215,262,Хостел Перекрёсток,"улица Переселенческая, д. 3, Новосибирск","Хостел Перекрёсток по адресу улица Переселенческая, д. 3, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Хостел Перекрёсток' за ночь: от 2260₽"
216,264,AquaApart (АкваАпарт) на улице Ясный Берег 25,"ул. Ясный берег, 25, Новосибирск","AquaApart (АкваАпарт) на улице Ясный Берег 25 по адресу ул. Ясный берег, 25, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'AquaApart (АкваАпарт) на улице Ясный Берег 25' за ночь: от 3476₽"
217,266,Oazis apart (Оазис апарт) на улице Покатная 122,"ул. Покатная, 122, Новосибирск","Oazis apart (Оазис апарт) на улице Покатная 122 по адресу ул. Покатная, 122, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Oazis apart (Оазис апарт) на улице Покатная 122' за ночь: от 3553₽"
218,267,Хостел «Проспект»,"Красный пр-т, 153-22, Новосибирск","Хостел «Проспект» по адресу Красный пр-т, 153-22, Новосибирск. Минимальная стоимость в отеле 'Хостел «Проспект»' за ночь: от 2260₽"
219,268,Yousinn (Юсинн) на улице Дачной 40/2,"ул. Дачная, 40/2, Новосибирск","Yousinn (Юсинн) на улице Дачной 40/2 по адресу ул. Дачная, 40/2, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Дачной 40/2' за ночь: от 2648₽"
220,269,АлАнт на улице Немировича-Данченко 122/3,"ул. Немировича-Данченко, 122/3, Новосибирск","АлАнт на улице Немировича-Данченко 122/3 по адресу ул. Немировича-Данченко, 122/3, Кировский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Немировича-Данченко 122/3' за ночь: от 4115₽"
221,270,АлАнт на улице Покатная,"ул. Покатная, 55А, Новосибирск","АлАнт на улице Покатная по адресу ул. Покатная, 55А, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Покатная' за ночь: от 4493₽"
222,272,Отель Horizon Patio,"Бердский тупик 10, Новосибирск","Отель Horizon Patio по адресу Бердский тупик 10, Новосибирск. Минимальная стоимость в отеле 'Отель Horizon Patio' за ночь: от 3202₽"
223,274,Yousinn (Юсинн) на Вокзальной магистрали,"Вокзальная магистраль, 17, Новосибирск","Yousinn (Юсинн) на Вокзальной магистрали по адресу Вокзальная магистраль, 17, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на Вокзальной магистрали' за ночь: от 3514₽"
224,276,AAA Elita on Chaplygina 93,"Чаплыгина,93, Новосибирск","AAA Elita on Chaplygina 93 по адресу Чаплыгина,93, Центральный район, Новосибирск. Минимальная стоимость в отеле 'AAA Elita on Chaplygina 93' за ночь: от 3202₽"
225,279,Феникс центральная,"ул. Горького 28, Болотное","Феникс центральная по адресу ул. Горького 28, Болотное. Минимальная стоимость в отеле 'Феникс центральная' за ночь: от 3122₽"
226,280,FlaNsk (ФлаНск) на Романова,"ул. Романова, 60/1, Новосибирск","FlaNsk (ФлаНск) на Романова по адресу ул. Романова, 60/1, Центральный район, Новосибирск. Минимальная стоимость в отеле 'FlaNsk (ФлаНск) на Романова' за ночь: от 3134₽"
227,282,Хуторок,"федеральная трасса М51, 1281 км, Каргат","Хуторок по адресу федеральная трасса М51, 1281 км, Каргат. Минимальная стоимость в отеле 'Хуторок' за ночь: от 3122₽"
228,284,Quattro,"ул. Максима Горького, д. 51, Новосибирск","Quattro по адресу ул. Максима Горького, д. 51, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Quattro' за ночь: от 3202₽"
229,285,Хостел Ретро,"улица Ленина, д.18, Новосибирск","Хостел Ретро по адресу улица Ленина, д.18, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Хостел Ретро' за ночь: от 2260₽"
230,290,Авиатор,"ул. Авиастроителей. д. 1/3, Новосибирск","Авиатор по адресу ул. Авиастроителей. д. 1/3, Новосибирск. Минимальная стоимость в отеле 'Авиатор' за ночь: от 3202₽"
231,291,Отель Гостинично-Развлекательный Комплекс Отдых,"ул. Деповская, 1а, Карасук","Отель Гостинично-Развлекательный Комплекс Отдых по адресу ул. Деповская, 1а, Карасук. Минимальная стоимость в отеле 'Отель Гостинично-Развлекательный Комплекс Отдых' за ночь: от 2171₽"
232,292,Посейдон,"Южный микрорайон, 55а к1, Искитим","Посейдон по адресу Южный микрорайон, 55а к1, Искитим. Минимальная стоимость в отеле 'Посейдон' за ночь: от 3590₽"
233,293,Рубин,"ул. 5-я Кирпичная Горка, 1/2, Мошково","Рубин по адресу ул. 5-я Кирпичная Горка, 1/2, Мошково. Минимальная стоимость в отеле 'Рубин' за ночь: от 4507₽"
234,294,Три Версты,"ул. Планировочная, 9а, Новосибирск","Три Версты по адресу ул. Планировочная, 9а, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Три Версты' за ночь: от 2452₽"
235,296,Бюро Апартаментов Сказка,"Улица Вокзальная Магистраль 5, Новосибирск","Бюро Апартаментов Сказка по адресу Улица Вокзальная Магистраль 5, Новосибирск. Минимальная стоимость в отеле 'Бюро Апартаментов Сказка' за ночь: от 3090₽"
236,297,Мини-отель Евразия,"улица Коммунистическая, д.2, Новосибирск","Мини-отель Евразия по адресу улица Коммунистическая, д.2, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Евразия' за ночь: от 2476₽"
237,298,Феникс,"ул. Турнаевская, д.36г, Болотное","Феникс по адресу ул. Турнаевская, д.36г, Болотное. Минимальная стоимость в отеле 'Феникс' за ночь: от 3122₽"
238,300,Парк-отель «ЛесНица»,"Морозово, 1/1, Новосибирск","Парк-отель «ЛесНица» по адресу Морозово, 1/1, Новосибирск. Минимальная стоимость в отеле 'Парк-отель «ЛесНица»' за ночь: от 8328₽"
239,301,"Алатырь Новосибирск, ул. Ватутина, д. 15","Россия, 630078, Новосибирская область, Новосибирск, ул. Ватутина, д. 15, Новосибирск","Алатырь Новосибирск, ул. Ватутина, д. 15 по адресу Россия, 630078, Новосибирская область, Новосибирск, ул. Ватутина, д. 15, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, ул. Ватутина, д. 15' за ночь: от 3202₽"
240,302,Санаторий Рассвет,"улица Зелёная Роща, д.9/1, Бердск","Санаторий Рассвет по адресу улица Зелёная Роща, д.9/1, Бердск. Минимальная стоимость в отеле 'Санаторий Рассвет' за ночь: от 10704₽"
241,303,Гостевой дом Вера,"садоводческое некоммерческое товарищество Вера, д.581, Восток","Гостевой дом Вера по адресу садоводческое некоммерческое товарищество Вера, д.581, Восток. Минимальная стоимость в отеле 'Гостевой дом Вера' за ночь: от 11543₽"
242,304,Загородный,"ул. Центральная, 9а, Новосибирск","Загородный по адресу ул. Центральная, 9а, Первомайский район, Новосибирск. Минимальная стоимость в отеле 'Загородный' за ночь: от 4220₽"
243,305,Отель Antey,"улица Писарева, д.89, Новосибирск","Отель Antey по адресу улица Писарева, д.89, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Отель Antey' за ночь: от 2853₽"
244,306,Хостел Апостол,"улица Саввы Кожевникова, д.29/1, Новосибирск","Хостел Апостол по адресу улица Саввы Кожевникова, д.29/1, Кировский район, Новосибирск. Минимальная стоимость в отеле 'Хостел Апостол' за ночь: от 1557₽"
245,307,Хостел Aprt Studio Temis,"проспект Карла Маркса, 11, Новосибирск","Хостел Aprt Studio Temis по адресу проспект Карла Маркса, 11, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Хостел Aprt Studio Temis' за ночь: от 1500₽"
246,308,Отель Дискавери,"улица Войкова, д.54, Новосибирск","Отель Дискавери по адресу улица Войкова, д.54, Дзержинский, Калининский, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Отель Дискавери' за ночь: от 3000₽"
247,309,Фанки (FunKey) Хостел,"Россия, 630091, Новосибирская область, Новосибирск, ул. Фрунзе, д. 5/2, Новосибирск","Фанки (FunKey) Хостел по адресу Россия, 630091, Новосибирская область, Новосибирск, ул. Фрунзе, д. 5/2, Новосибирск. Минимальная стоимость в отеле 'Фанки (FunKey) Хостел' за ночь: от 1776₽"
248,310,Хостел Авитель,"улица Ленина, д.83, Новосибирск","Хостел Авитель по адресу улица Ленина, д.83, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Хостел Авитель' за ночь: от 2260₽"
249,311,Отель Визит,"улица Выборная, д.122, Новосибирск","Отель Визит по адресу улица Выборная, д.122, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Отель Визит' за ночь: от 1500₽"
250,312,Мини-отель Корона,"улица Толстого, 242, Новосибирск","Мини-отель Корона по адресу улица Толстого, 242, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Корона' за ночь: от 2529₽"
251,313,Отель Миротель,"площадь Карла Маркса, д.1/1, Новосибирск","Отель Миротель по адресу площадь Карла Маркса, д.1/1, Новосибирск. Минимальная стоимость в отеле 'Отель Миротель' за ночь: от 5949₽"
252,314,Мини-Отель Элегант,"улица Воинская, д.60, Новосибирск","Мини-Отель Элегант по адресу улица Воинская, д.60, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель Элегант' за ночь: от 2400₽"
253,315,Мини-Отель MAXROOMS Global Sky Novosibirsk,"улица 25 лет Октября, д.9, 17 этаж,, Новосибирск","Мини-Отель MAXROOMS Global Sky Novosibirsk по адресу улица 25 лет Октября, д.9, 17 этаж,, Калининский район, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель MAXROOMS Global Sky Novosibirsk' за ночь: от 2415₽"
254,316,Отель Пегас,"улица Николая Островского, д.181, Новосибирск","Отель Пегас по адресу улица Николая Островского, д.181, Дзержинский район, Новосибирск. Минимальная стоимость в отеле 'Отель Пегас' за ночь: от 2485₽"
255,317,Хостел Смородина,"улица Семьи Шамшиных, д.30, Новосибирск","Хостел Смородина по адресу улица Семьи Шамшиных, д.30, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Хостел Смородина' за ночь: от 1439₽"
256,318,Гостиница Уютная,"Белинского ул., д. 143, Новосибирск","Гостиница Уютная по адресу Белинского ул., д. 143, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Гостиница Уютная' за ночь: от 2000₽"
257,319,Хостел Планета на Фрунзе,"Россия, Новосибирская область, Новосибирск, ул. Фрунзе, д. 2Б, Новосибирск","Хостел Планета на Фрунзе по адресу Россия, Новосибирская область, Новосибирск, ул. Фрунзе, д. 2Б, Новосибирск. Минимальная стоимость в отеле 'Хостел Планета на Фрунзе' за ночь: от 1350₽"
258,320,Мини-отель Якутия,"улица Большевистская, 103, Новосибирск","Мини-отель Якутия по адресу улица Большевистская, 103, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Якутия' за ночь: от 2771₽"
259,321,Хостел Альтаир,"Стартовая Улица 4, Новосибирск","Хостел Альтаир по адресу Стартовая Улица 4, Новосибирск. Минимальная стоимость в отеле 'Хостел Альтаир' за ночь: от 2260₽"
260,325,Хостел Вояж,"Улица Каменская 84В-46, Новосибирск","Хостел Вояж по адресу Улица Каменская 84В-46, Новосибирск. Минимальная стоимость в отеле 'Хостел Вояж' за ночь: от 2260₽"
261,326,Евразия,"ул. Коммунистическая, д.2, Новосибирск","Евразия по адресу ул. Коммунистическая, д.2, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Евразия' за ночь: от 2249₽"
